
903708;Dep. Aderbal Caldas;07; 2007; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 11470.85
903708;Dep. Aderbal Caldas;08; 2007; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 11153.59
903708;Dep. Aderbal Caldas;08; 2007; Locomoção, hospedagem; 7200
903708;Dep. Aderbal Caldas;09; 2007; Aluguel  de imóveis para escritório; despesas concernentes a eles; 19.69
903708;Dep. Aderbal Caldas;09; 2007; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 11199.62
903708;Dep. Aderbal Caldas;09; 2007; Divulgação da  atividade parlamentar; 800
903708;Dep. Aderbal Caldas;09; 2007; Locomoção, hospedagem; 4000
903708;Dep. Aderbal Caldas;10; 2007; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 11327.45
903708;Dep. Aderbal Caldas;10; 2007; Locomoção, hospedagem; 4000
903708;Dep. Aderbal Caldas;11; 2007; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 11710.91
903708;Dep. Aderbal Caldas;11; 2007; Divulgação da  atividade parlamentar; 0
903708;Dep. Aderbal Caldas;11; 2007; Locomoção, hospedagem; 3000
903708;Dep. Aderbal Caldas;12; 2007; Aluguel  de imóveis para escritório; despesas concernentes a eles; 53.21
903708;Dep. Aderbal Caldas;12; 2007; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 10596.78
903708;Dep. Aderbal Caldas;12; 2007; Locomoção, hospedagem; 2900
903708;Dep. Aderbal Caldas;01; 2008; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 11496.71
903708;Dep. Aderbal Caldas;02; 2008; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 10146.07
903708;Dep. Aderbal Caldas;03; 2008; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 10709.18
903708;Dep. Aderbal Caldas;03; 2008; Divulgação da  atividade parlamentar; 800
903708;Dep. Aderbal Caldas;04; 2008; Aluguel  de imóveis para escritório; despesas concernentes a eles; 463.83
903708;Dep. Aderbal Caldas;04; 2008; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 10641.34
903708;Dep. Aderbal Caldas;05; 2008; Aluguel  de imóveis para escritório; despesas concernentes a eles; 27.93
903708;Dep. Aderbal Caldas;05; 2008; Aquisição ou locação de software; serviços postais  e de segurança; assinaturas de publicações; TV a cabo ou similar; acesso à Internet; e locação de móveis e equipamentos. Telefones.; 864.42
903708;Dep. Aderbal Caldas;05; 2008; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 12912.71
903708;Dep. Aderbal Caldas;05; 2008; Divulgação da  atividade parlamentar; 7500
903708;Dep. Aderbal Caldas;06; 2008; Aluguel  de imóveis para escritório; despesas concernentes a eles; 0
903708;Dep. Aderbal Caldas;06; 2008; Aquisição ou locação de software; serviços postais  e de segurança; assinaturas de publicações; TV a cabo ou similar; acesso à Internet; e locação de móveis e equipamentos. Telefones.; 272.7
903708;Dep. Aderbal Caldas;06; 2008; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 15000
903708;Dep. Aderbal Caldas;06; 2008; Divulgação da  atividade parlamentar; 8800
903708;Dep. Aderbal Caldas;07; 2008; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 10803.11
903708;Dep. Aderbal Caldas;08; 2008; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 11153.18
903708;Dep. Aderbal Caldas;08; 2008; Divulgação da  atividade parlamentar; 7200
903708;Dep. Aderbal Caldas;09; 2008; Aquisição ou locação de software; serviços postais  e de segurança; assinaturas de publicações; TV a cabo ou similar; acesso à Internet; e locação de móveis e equipamentos. Telefones.; 437.43
903708;Dep. Aderbal Caldas;09; 2008; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 10228.62
903708;Dep. Aderbal Caldas;09; 2008; Divulgação da  atividade parlamentar; 1000
903708;Dep. Aderbal Caldas;10; 2008; Aquisição ou locação de software; serviços postais  e de segurança; assinaturas de publicações; TV a cabo ou similar; acesso à Internet; e locação de móveis e equipamentos. Telefones.; 280.26
903708;Dep. Aderbal Caldas;10; 2008; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 10356.88
903708;Dep. Aderbal Caldas;11; 2008; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 10000
903708;Dep. Aderbal Caldas;12; 2008; Aquisição ou locação de software; serviços postais  e de segurança; assinaturas de publicações; TV a cabo ou similar; acesso à Internet; e locação de móveis e equipamentos. Telefones.; 831.95
903708;Dep. Aderbal Caldas;12; 2008; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 10000
903708;Dep. Aderbal Caldas;12; 2008; Divulgação da  atividade parlamentar; 16000
903708;Dep. Aderbal Caldas;01; 2009; Aquisição ou locação de software; serviços postais  e de segurança; assinaturas de publicações; TV a cabo ou similar; acesso à Internet; e locação de móveis e equipamentos. Telefones.; 135.3
903708;Dep. Aderbal Caldas;01; 2009; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 10308.16
903708;Dep. Aderbal Caldas;01; 2009; Divulgação da  atividade parlamentar; 7800
903708;Dep. Aderbal Caldas;02; 2009; Aquisição ou locação de software; serviços postais  e de segurança; assinaturas de publicações; TV a cabo ou similar; acesso à Internet; e locação de móveis e equipamentos. Telefones.; 415.8099999999999
903708;Dep. Aderbal Caldas;02; 2009; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 9850
903708;Dep. Aderbal Caldas;03; 2009; Aquisição ou locação de software; serviços postais  e de segurança; assinaturas de publicações; TV a cabo ou similar; acesso à Internet; e locação de móveis e equipamentos. Telefones.; 739.15
903708;Dep. Aderbal Caldas;03; 2009; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 10000
903708;Dep. Aderbal Caldas;04; 2009; Aquisição ou locação de software; serviços postais  e de segurança; assinaturas de publicações; TV a cabo ou similar; acesso à Internet; e locação de móveis e equipamentos. Telefones.; 255.7
903708;Dep. Aderbal Caldas;04; 2009; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 10128.57
903708;Dep. Aderbal Caldas;05; 2009; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 10515.36
903708;Dep. Aderbal Caldas;06; 2009; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 10357.42
903708;Dep. Aderbal Caldas;06; 2009; Divulgação da  atividade parlamentar; 8800
903708;Dep. Aderbal Caldas;07; 2009; Aquisição ou locação de software; serviços postais  e de segurança; assinaturas de publicações; TV a cabo ou similar; acesso à Internet; e locação de móveis e equipamentos. Telefones.; 419.3899999999999
903708;Dep. Aderbal Caldas;07; 2009; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 10000
903708;Dep. Aderbal Caldas;08; 2009; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 10512.4
903708;Dep. Aderbal Caldas;08; 2009; Divulgação da  atividade parlamentar; 8600
903708;Dep. Aderbal Caldas;09; 2009; Aquisição ou locação de software; serviços postais  e de segurança; assinaturas de publicações; TV a cabo ou similar; acesso à Internet; e locação de móveis e equipamentos. Telefones.; 394.85
903708;Dep. Aderbal Caldas;09; 2009; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 10000
903708;Dep. Aderbal Caldas;10; 2009; Aquisição ou locação de software; serviços postais  e de segurança; assinaturas de publicações; TV a cabo ou similar; acesso à Internet; e locação de móveis e equipamentos. Telefones.; 317.07
903708;Dep. Aderbal Caldas;10; 2009; Consultorias, assessorias, pesquisas  e trabalhos técnicos; 10000
